基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立以来,手续费
007674,工银产业升级股票A,2020-12-31,1.3269,1.3269,2.69,4.43,3.37,13.56,17.74,32.77,,,32.77,32.69,0.15%
009704,南方景气驱动混合A,2020-12-31,1.1203,1.1203,1.56,4.43,9.81,11.16,,,,,,12.03,0.15%
002031,华夏策略混合,2020-12-31,6.0760,6.6760,1.66,4.42,9.58,15.69,23.37,52.13,104.03,75.05,52.13,728.0111,0.15%
001088,华宝国策导向混合,2020-12-31,1.0390,1.0390,1.86,4.42,11.24,17.53,39.09,46.75,92.05,40.03,46.75,3.90,0.15%
001300,大成睿景灵活配置混合A,2020-12-31,1.4420,1.4420,2.56,4.42,5.80,8.99,43.63,77.59,155.67,81.84,77.59,44.20,0.15%
004148,圆信永丰多策略,2020-12-31,2.0652,2.0652,1.99,4.42,18.43,20.17,25.92,60.62,134.74,73.55,60.62,106.52,0.15%
004512,海富通沪深300指数增强C,2020-12-31,1.5485,1.5915,1.80,4.42,6.38,13.48,30.48,35.38,54.19,54.93,35.38,61.4361,0.00%
004876,融通深证100指数C,2020-12-31,1.8880,2.1280,1.78,4.42,8.19,16.98,28.61,47.50,125.98,50.36,47.50,65.3384,0.00%
001520,国投瑞银研究精选股票,2020-12-31,1.8430,1.8430,1.99,4.42,7.46,20.93,41.66,72.08,144.43,83.93,72.08,84.30,0.15%
005793,华富可转债债券,2020-12-31,1.3045,1.3045,2.38,4.42,2.24,8.01,14.36,9.34,43.79,,9.34,30.45,0.08%
006482,广发可转债债券A,2020-12-31,1.4838,1.4838,2.31,4.42,5.97,9.70,24.18,31.68,47.47,,31.68,48.3652,0.10%
006787,泰康港股通大消费指数C,2020-12-31,1.5335,1.5335,1.44,4.42,10.35,17.36,30.92,47.95,,,47.95,53.35,0.00%
001371,富国沪港深价值混合A,2020-12-31,1.7970,2.2440,1.70,4.42,10.93,12.87,26.17,56.79,100.93,72.39,56.79,147.5135,0.15%
630006,华商产业升级混合,2020-12-31,1.94,2.17,2.21,4.41,12.20,17.72,18.44,55.20,124.80,50.97,55.20,143.5778,0.15%
001053,南方创新经济,2020-12-31,2.8870,2.8870,1.80,4.41,15.71,20.24,36.76,91.83,178.40,129.67,91.83,188.70,0.15%
110029,易方达科讯混合,2020-12-31,1.7973,7.9086,2.91,4.41,10.62,13.42,14.12,56.21,143.29,71.17,56.21,121.5546,0.15%
000835,华润元大富时中国A50指数A,2020-12-31,2.9683,2.9683,1.78,4.41,5.23,16.82,37.74,42.16,105.13,68.85,42.16,196.83,0.12%
001127,中银宏观策略混合,2020-12-31,1.16,1.16,1.58,4.41,13.39,23.80,40.61,63.38,97.61,67.63,63.38,16,0.15%
001613,长城久祥混合,2020-12-31,1.7469,1.7469,2.59,4.41,11.69,14.22,15.20,40.57,65.88,69.77,40.57,74.69,0.15%
166007,中欧互通精选混合A,2020-12-31,2.2016,2.2466,2.14,4.41,5.52,13.37,27.96,46.35,98.24,54.74,46.35,129.7211,0.15%
370024,上投摩根核心优选混合,2020-12-31,5.2230,5.4380,1.80,4.41,13.89,16.43,27.51,78.26,187.45,94.80,78.26,483.6296,0.15%
004561,汇安丰益混合C,2020-12-31,1.4065,1.4065,1.86,4.41,4.89,11.93,23.90,29.21,56.09,39.38,29.21,40.65,0.00%
004560,汇安丰益混合A,2020-12-31,1.6158,1.6158,1.86,4.41,4.90,11.95,23.96,29.34,56.95,51.96,29.34,61.58,0.15%
161213,国投瑞银中证消费服务指数,2020-12-31,2.6280,2.6280,1.82,4.41,9.96,13.96,26.04,50.69,118.64,62.93,50.69,162.80,0.12%
006483,广发可转债债券C,2020-12-31,1.5059,1.5059,2.30,4.41,5.93,9.59,23.92,31.15,48.72,,31.15,50.5749,0.00%
007275,银河沪深300指数增强A,2020-12-31,1.5209,1.5209,1.85,4.41,5.89,14.06,35.46,40.45,,,40.45,52.09,0.15%
007675,工银产业升级股票C,2020-12-31,1.3161,1.3161,2.68,4.41,3.30,13.33,17.27,31.70,,,31.70,31.61,0.00%
008050,同泰慧择混合A,2020-12-31,1.2420,1.2420,2.26,4.41,3.38,10.42,23.94,23.85,,,23.85,24.20,0.15%
008051,同泰慧择混合C,2020-12-31,1.2365,1.2365,2.27,4.41,3.35,10.31,23.69,23.37,,,23.37,23.65,0.00%
009705,南方景气驱动混合C,2020-12-31,1.1175,1.1175,1.54,4.41,9.75,10.98,,,,,,11.75,0.00%
020015,国泰区位优势混合,2020-12-31,4.8140,4.8590,1.45,4.40,9.93,18.95,31.28,61.06,154.31,85.44,61.06,401.4955,0.15%
202009,南方盛元红利混合,2020-12-31,1.5410,2.1260,1.65,4.40,8.06,16,41.89,72.34,144.19,84.81,72.34,164.0210,0.15%
002272,新华科技创新主题灵活配置混合,2020-12-31,1.6610,1.6610,2.09,4.40,17.72,28.36,43.93,81.33,97.50,51.14,81.33,66.10,0.15%
002293,南方益和混合,2020-12-31,2.2989,2.2989,1.89,4.40,10.47,17.58,32.51,65.34,114.65,114.05,65.34,129.89,0.15%
002295,广发稳安灵活配置A,2020-12-31,1.8931,1.8931,1.98,4.40,13.24,19.49,27.28,61.32,75.45,78.59,61.32,89.31,0.10%
005354,富国沪港深行业精选混合A,2020-12-31,1.6308,1.7008,1.46,4.40,9.29,12.69,25.25,47.87,83.42,67.74,47.87,71.1647,0.15%
006034,富国MSCI中国A股国际通,2020-12-31,1.9155,1.9155,1.69,4.40,7.23,12.25,27.06,42.69,91.40,,42.69,91.55,0.12%
006687,方正富邦深证100ETF联接A,2020-12-31,1.8464,1.8464,1.78,4.40,8.26,17.49,30.19,49.93,,,49.93,84.64,0.12%
007534,格林创新成长混合C,2020-12-31,1.1532,1.5032,1.64,4.40,8.13,18.83,38.42,48.63,,,48.63,51.4091,0.00%
005730,国泰江源优势精选混合,2020-12-31,1.8880,1.8880,1.52,4.40,2.90,16.36,44.60,85.10,175.54,,85.10,88.80,0.15%
009550,汇添富开放优势6个月持有期股票A,2020-12-31,1.1420,1.1420,1.74,4.40,8.43,14.25,,,,,,14.20,0.15%
000176,嘉实沪深300指数研究增强,2020-12-31,1.9660,1.9660,1.70,4.39,5.26,11.45,26.89,32.53,85.49,44.52,32.53,96.60,0.10%
001252,中海进取收益混合,2020-12-31,1.9260,1.9260,2.67,4.39,14.85,15.75,23.22,51.53,123.17,73.98,51.53,92.60,0.08%
161718,招商沪深300高贝塔,2020-12-31,1.2263,1.4199,2.41,4.39,1.41,6.97,18.53,22.31,81.81,20.02,22.31,38.9584,0.10%
001291,大摩量化多策略股票,2020-12-31,1.3540,1.3540,1.96,4.39,10.71,17.43,32.49,55.10,100.59,45.91,55.10,35.40,0.15%
004432,南方有色金属ETF联接A,2020-12-31,1.0125,1.0125,1.54,4.39,5.84,30.36,40.10,36.64,73.97,8.31,36.64,1.25,0.12%
004433,南方有色金属ETF联接C,2020-12-31,0.9993,0.9993,1.55,4.39,5.82,30.24,39.82,36.11,72.62,7.04,36.11,-0.07,0.00%
005521,华安红利精选混合,2020-12-31,1.4288,1.4949,1.96,4.39,9.02,17.23,29.11,42.92,103.92,,42.92,50.0413,0.15%
005953,人保转型新动力混合A,2020-12-31,1.6980,1.7736,1.86,4.39,9.88,19.14,34.96,66.32,92.89,,66.32,77.6918,0.15%
006688,方正富邦深证100ETF联接C,2020-12-31,1.8053,1.8053,1.78,4.39,8.22,17.37,29.93,49.26,,,49.26,80.53,0.00%
007548,易方达ESG责任投资股票,2020-12-31,1.8982,1.8982,1.08,4.39,14.01,27.76,50.81,83.63,,,83.63,89.82,0.15%
007276,银河沪深300指数增强C,2020-12-31,1.5102,1.5102,1.84,4.39,5.85,13.92,35.12,39.74,,,39.74,51.02,0.00%
008750,富国中证科技50策略ETF联接C,2020-12-31,1.1447,1.1447,1.84,4.39,4.49,5.72,7.76,,,,,14.47,0.00%
008749,富国中证科技50策略ETF联接A,2020-12-31,1.1486,1.1486,1.84,4.39,4.51,5.81,7.97,,,,,14.86,0.12%
009014,泓德睿泽混合,2020-12-31,1.7895,1.7895,1.86,4.39,14.67,24.70,51.04,,,,,78.95,1.50%
010990,南方有色金属ETF联接E,2020-12-31,1.0125,1.0125,1.55,4.39,,,,,,,,4.5215,0.00%
040001,华安创新混合,2020-12-31,1.0960,5.2450,1.95,4.38,10.93,15.01,34.15,41.42,97.38,47.11,41.42,529.9934,0.15%
519183,万家双引擎灵活配置混合,2020-12-31,2.0245,2.7145,1.92,4.38,5.74,15.84,12.57,22.70,58.02,34.68,22.70,256.8940,0.15%
000761,国富健康优质生活股票,2020-12-31,1.9954,1.9954,2.22,4.38,7.84,16.16,35.18,61.96,112.96,62.49,61.96,99.54,0.15%
000822,东海美丽中国灵活配置混合,2020-12-31,1.4070,1.4070,2.18,4.38,13.10,9.24,7.08,46.87,100.14,32.36,46.87,40.70,0.15%
000977,长城环保主题混合,2020-12-31,2.4910,2.4910,2.61,4.38,10.64,6.03,31.60,106.12,219.24,136.79,106.12,149.10,0.15%
000925,汇添富外延增长主题股票,2020-12-31,1.7160,1.7160,2.45,4.38,11.86,10.50,24.17,59.78,115.58,41,59.78,71.60,0.15%
004674,富国新机遇灵活配置混合A,2020-12-31,1.7432,1.7432,2.06,4.38,8.85,20.28,36.58,48.67,100.78,73.45,48.67,74.32,0.15%
005504,添富沪港深大盘价值混合,2020-12-31,1.30,1.30,1.96,4.38,2.60,10.24,19.64,27.86,57.75,,27.86,30,0.15%
004675,富国新机遇灵活配置混合C,2020-12-31,1.5693,1.5693,2.06,4.38,8.81,20.13,36.25,47.95,56.90,56.26,47.95,56.93,0.00%
005954,人保转型新动力混合C,2020-12-31,1.6778,1.7525,1.86,4.38,9.84,19.02,34.66,65.58,91.20,,65.58,75.5772,0.00%
005765,中欧明睿新常态混合C,2020-12-31,2.3120,2.4790,1.36,4.38,12.40,26.48,32.49,55.90,155.90,,55.90,116.5327,0.00%
008768,创金上证超大盘量化A,2020-12-31,1.2107,1.2107,1.97,4.38,4.40,11.22,24.02,20.91,,,20.91,21.07,0.15%
008236,招商深证100ETF联接A,2020-12-31,1.2915,1.2915,1.77,4.38,8.52,18.26,27.72,,,,,29.15,0.12%
008237,招商深证100ETF联接C,2020-12-31,1.3111,1.3111,1.78,4.38,8.50,18.19,27.56,,,,,31.11,0.00%
009017,银华港股通精选股票发起式,2020-12-31,1.3786,1.3786,1.10,4.38,10.96,15.41,12.48,,,,,37.86,0.15%
009847,圆信永丰研究精选混合A,2020-12-31,1.0656,1.0656,1.35,4.38,7.70,11.91,,,,,,6.56,0.15%
009551,汇添富开放优势6个月持有期股票C,2020-12-31,1.1380,1.1380,1.73,4.38,8.36,14.03,,,,,,13.80,0.00%
000311,景顺长城沪深300指数增强,2020-12-31,2.7970,3.1370,1.75,4.37,5.51,9.43,22.95,28.07,72.87,32.31,28.07,229.0361,0.12%
160807,长盛沪深300指数(LOF),2020-12-31,1.6660,2.0160,1.90,4.37,5.77,14.81,33.87,43.71,99.07,54.42,43.71,113.6540,0.12%
000688,景顺长城研究精选股票,2020-12-31,2.0310,2.0510,1.60,4.37,7.46,9.55,22.13,30.44,70.67,33.62,30.44,106.9357,0.15%
000471,富国城镇发展股票,2020-12-31,2.4130,2.9130,1.22,4.37,6.91,12.97,36.64,60.23,145.47,37.65,60.23,202.8247,0.15%
162714,广发深证100指数(LOF)A,2020-12-31,1.7825,2.0017,1.78,4.37,7.92,16.68,28.14,44.42,124.70,53.67,44.42,122.0431,0.12%
000656,前海开源沪深300指数,2020-12-31,1.8850,2.2550,1.95,4.37,5.54,15.36,34.74,44.37,108.65,66.18,44.37,159.4706,0.12%
001532,华安文体健康混合,2020-12-31,2.5080,2.5080,2.58,4.37,9.86,20.35,38.95,87.87,174.10,130.30,87.87,150.80,0.15%
310518,申万菱信可转债债券,2020-12-31,1.72,1.87,1.18,4.37,5.59,7.17,12.42,21.47,47.13,32.51,21.47,97.3438,0.08%
001179,德邦大健康灵活配置混合,2020-12-31,1.7155,1.9321,2.19,4.37,2.20,15.26,39.29,43.56,113,76.57,43.56,102.1141,0.15%
001811,中欧明睿新常态混合A,2020-12-31,2.3420,2.5930,1.34,4.37,12.43,26.66,32.99,57.08,160.22,128.64,57.08,187.0648,0.15%
001294,新华战略新兴产业灵活配置混合,2020-12-31,1.2890,1.2890,1.98,4.37,12.18,24.78,49.02,97.40,159.88,60.72,97.40,28.90,0.15%
002545,东方岳灵活配置混合,2020-12-31,1.4624,1.8120,2.06,4.37,5.49,9.03,25.37,41.91,108.80,65.41,41.91,84.5765,0.08%
001758,嘉实研究增强混合,2020-12-31,1.8850,1.8850,2.45,4.37,0.86,17.96,39.01,61.25,144.17,53.75,61.25,88.50,0.15%
004536,嘉实中小企业量化活力混合,2020-12-31,1.3610,1.3610,2.02,4.37,4.29,3.89,11.92,36.24,91.69,42.66,36.24,36.10,0.15%
200002,长城久泰沪深300指数A,2020-12-31,2.5035,5.3635,1.75,4.37,5.65,12.36,26.82,33.25,84.18,46.03,33.25,556.8962,0.15%
006912,长城久泰沪深300指数C,2020-12-31,2.1491,2.3981,1.75,4.37,5.62,12.27,26.63,32.85,,,32.85,76.3724,0.00%
008769,创金上证超大盘量化C,2020-12-31,1.2046,1.2046,1.96,4.37,4.35,11.08,23.71,20.32,,,20.32,20.46,0.00%
008249,工银深证100ETF联接A,2020-12-31,1.1053,1.1053,1.76,4.37,8.09,16.52,,,,,,10.53,0.10%
009472,广发深证100指数(LOF)C,2020-12-31,1.7811,1.7811,1.77,4.37,7.90,16.63,28.02,,,,,42.9913,0.00%
229002,泰达宏利逆向策略混合,2020-12-31,2.7760,3.6360,1.76,4.36,12.21,12.62,30.76,63.97,123.33,65.04,63.97,314.7189,0.15%
519100,长盛中证100指数,2020-12-31,1.9298,2.6208,1.84,4.36,5.38,16.51,36.35,39.28,91.98,54.06,39.28,230.1064,0.15%
000524,上投摩根民生需求股票,2020-12-31,3.0447,3.4837,1.53,4.36,10.32,16.97,26.34,78.89,164.07,89.58,78.89,280.7178,0.15%
519655,银河服务混合,2020-12-31,2.1320,2.1320,2.21,4.36,10.01,15.18,25.78,91.04,172.63,118.22,91.04,113.20,0.15%
163810,中银价值混合,2020-12-31,2.9180,2.9380,1.74,4.36,6.85,13.10,33.36,54.80,129.40,68.77,54.80,197.3740,0.15%
519025,海富通领先成长混合,2020-12-31,2.44,2.59,2.18,4.36,11.42,17.70,24.74,67.47,161.24,75.79,67.47,177.4858,0.15%
360001,光大量化股票,2020-12-31,1.4446,3.7098,2.09,4.36,6.89,11.70,23.24,36.82,87.53,36.10,36.82,516.6353,0.15%
161910,万家新机遇价值驱动A,2020-12-31,2.4354,2.9071,1.96,4.36,4.76,14.65,33.22,64.09,165.50,85.12,64.09,134.8399,0.15%
008866,博时产业新趋势混合A,2020-12-31,1.2096,1.2096,1.64,4.36,7.87,14.73,19.15,,,,,20.96,0.15%
008250,工银深证100ETF联接C,2020-12-31,1.1042,1.1042,1.75,4.36,8.05,16.43,,,,,,10.42,0.00%
213006,宝盈核心优势混合A,2020-12-31,1.4813,2.9973,2.10,4.35,10.56,13.70,16.40,57.72,168.67,106.34,57.72,386.8288,0.15%
006085,万家新机遇价值驱动C,2020-12-31,2.1899,2.3578,1.95,4.35,4.68,14.42,32.69,62.79,163.97,,62.79,151.6896,0.00%
008185,诺安研究优选混合,2020-12-31,1.2431,1.2431,1.42,4.35,10.17,12.46,20.28,,,,,24.31,0.15%
009474,国泰致远优势混合,2020-12-31,1.1066,1.1066,1.43,4.35,2.58,13.79,,,,,,10.66,0.15%
010155,长盛核心成长混合A,2020-12-31,1.1219,,1.86,4.35,9.20,12.09,,,,,,12.19,0.15%
010156,长盛核心成长混合C,2020-12-31,1.1207,,1.86,4.35,9.16,11.97,,,,,,12.07,0.00%
009848,圆信永丰研究精选混合C,2020-12-31,1.0631,1.0631,1.33,4.35,7.60,11.68,,,,,,6.31,0.00%
350007,天治趋势精选混合,2020-12-31,1.78,1.78,2.18,4.34,9.14,21.34,44.25,83.88,121.95,81.45,83.88,78,0.15%
121008,国投瑞银成长优选混合,2020-12-31,1.1292,3.9883,1.81,4.34,10.04,18.51,35.67,73.16,167.46,100.53,73.16,177.4646,0.15%
165309,建信沪深300指数(LOF),2020-12-31,1.7905,1.7905,1.85,4.34,4.86,14.03,32.44,36.03,84.84,45.17,36.03,79.05,0.12%
160136,南方中证国有企业改革指数(LOF)A,2020-12-31,1.0481,1.0481,2,4.34,4.81,12.84,25.92,30.35,80.09,37.28,30.35,-0.6328,0.12%
008867,博时产业新趋势混合C,2020-12-31,1.2033,1.2033,1.64,4.34,7.81,14.56,18.79,,,,,20.33,0.00%
